country,state,abbv,county,city,address,zipcode_x,loc_no,name,cer_no,date_cer,ownership,lrd,ncs,pts,sps,hhas,sq,sqr,c_sqr,latitude,longitude,zipcode_y,Population,Male,Female,Median Age,Race,Poverty Count,Poverty Rate,Household Income,Per Capita Income,Unemployment Count,Unemployment Rate,Total housing units,Median year structure built,Median Value for Housing Units,White alone race,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Some other race alone
United States,Minnesota,MN,Todd,LONG PRAIRIE,212 2ND AVENUE SOUTH,56347,69902,TODD COUNTY PHNS,247061,12/8/70,Government - State/ County,12/8/00,YES,YES,YES,YES,Not Available,,,45.97256,-94.8613338,56347,6918,3443,3475,38.8,6918,1001,14.46949986,46771,22192,150,2.168256722,3122,1973,119600,6463,7,1,32,304
United States,Minnesota,MN,Brown,NEW ULM,1117 CENTER STREET,56073,70402,BROWN COUNTY PUBLIC HEALTH,247063,5/26/71,Government - State/ County,5/26/01,YES,NO,NO,YES,Not Available,,,44.3083772,-94.468349,56073,16699,8189,8510,42.7,16699,1222,7.317803461,55388,29407,246,1.473142104,7451,1964,144900,16244,28,51,124,72
United States,Minnesota,MN,Brown,NEW ULM,1314 8TH STREET NORTH,56073,70402,OAK HILLS LIVING CENTER HOME CARE,248112,7/21/10,Non - Profit Private,7/21/12,YES,YES,NO,YES,Not Available,,,44.316299,-94.478825,56073,16699,8189,8510,42.7,16699,1222,7.317803461,55388,29407,246,1.473142104,7451,1964,144900,16244,28,51,124,72
United States,Minnesota,MN,Houston,CALEDONIA,611 VISTA DRIVE SUITE 1,55921,68702,HOUSTON COUNTY PUBLIC HEALTH NURSING SERVICE,247074,12/23/75,Government - State/ County,12/23/05,YES,YES,NO,YES,Not Available,,,43.6383189,-91.5027075,55921,4793,2449,2344,45,4793,483,10.07719591,55854,27368,119,2.482787398,2228,1962,155800,4646,25,17,4,4
United States,Minnesota,MN,Hennepin,MINNEAPOLIS,2450  26TH AVENUE SOUTH,55406,70077,FAIRVIEW HOME CARE AND HOSPICE,247078,11/26/76,Non - Profit Private,11/26/06,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5,1.75,44.9577714,-93.2350673,55406,32904,16122,16782,37.9,32904,4131,12.5547046,62497,35674,950,2.887186968,15962,1939,197300,25672,3645,244,783,804
United States,Minnesota,MN,Hennepin,MINNEAPOLIS,3355 HIAWATHA AVENUE SOUTH STE 110,55406,70077,SERENITY HEALTH CARE SERVICES,248134,10/4/13,Proprietary,10/4/15,YES,YES,NO,YES,Not Available,,,44.941618,-93.2329888,55406,32904,16122,16782,37.9,32904,4131,12.5547046,62497,35674,950,2.887186968,15962,1939,197300,25672,3645,244,783,804
United States,Minnesota,MN,Jackson,JACKSON,402 WHITE STREET STE 201,56143,69777,DES MOINES VALLEY HEALTH & HS,247079,1/4/77,Government - Local,1/4/07,YES,YES,YES,YES,Not Available,,,24.5617217,-81.7955472,56143,4350,2170,2180,44.5,4350,453,10.4137931,50234,29645,99,2.275862069,2184,1960,124500,4126,17,0,146,2
United States,Minnesota,MN,Renville,OLIVIA,105 SOUTH 5TH STREET SUITE 119H,56277,70502,RENVILLE COUNTY PHNS,247080,5/6/77,Government - State/ County,5/6/07,YES,YES,NO,YES,Not Available,,,38.7826794,-90.4860916,56277,3033,1488,1545,42.6,3033,316,10.41872733,62201,30744,55,1.813386086,1436,1960,115500,2907,9,5,9,75
United States,Minnesota,MN,Ramsey,ROSEVILLE,2685 LONG LAKE ROAD SUITE 105,55113,70977,HEARTLAND HOME HC AND HOSPICE,247082,9/1/77,Proprietary,9/1/07,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,45.02179,-93.194448,55113,40807,19499,21308,39,40807,4808,11.78229225,61910,34571,882,2.161393879,18349,1966,224600,31825,3223,297,3743,316
United States,Minnesota,MN,Ramsey,ROSEVILLE,2778 CLEVELAND AVENUE NORTH,55113,70977,INTREPID USA HEALTHCARE SERVICES,247093,3/9/79,Proprietary,3/9/09,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,45.02493,-93.186106,55113,40807,19499,21308,39,40807,4808,11.78229225,61910,34571,882,2.161393879,18349,1966,224600,31825,3223,297,3743,316
United States,Minnesota,MN,Ramsey,ROSEVILLE,2680 ARTHUR STREET,55113,70977,INTERIM HEALTHCARE OF THE TWIN CITIES,247104,7/15/81,Proprietary,7/15/01,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5,1.75,45.022145,-93.1798469,55113,40807,19499,21308,39,40807,4808,11.78229225,61910,34571,882,2.161393879,18349,1966,224600,31825,3223,297,3743,316
United States,Minnesota,MN,Ramsey,ROSEVILLE,1970 OAKCREST AVENUE,55113,70977,GENTIVA HEALTH SERVICES,247145,9/23/83,Proprietary,9/23/03,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,45.0173749,-93.1829849,55113,40807,19499,21308,39,40807,4808,11.78229225,61910,34571,882,2.161393879,18349,1966,224600,31825,3223,297,3743,316
United States,Minnesota,MN,Ramsey,ROSEVILLE,563 COUNTY ROAD B,55113,70977,GOOD SAMARITAN HOME CARE,247024,3/30/94,Non - Profit Religious,3/30/09,YES,YES,YES,YES,Not Available,,,45.0064548,-93.1239518,55113,40807,19499,21308,39,40807,4808,11.78229225,61910,34571,882,2.161393879,18349,1966,224600,31825,3223,297,3743,316
United States,Minnesota,MN,Ramsey,ROSEVILLE,2980 RICE STREET,55113,70977,REGENCY HOME HEALTHCARE SRVCS,248081,5/14/04,Proprietary,5/14/06,YES,YES,NO,YES,Not Available,,,45.031156,-93.105848,55113,40807,19499,21308,39,40807,4808,11.78229225,61910,34571,882,2.161393879,18349,1966,224600,31825,3223,297,3743,316
United States,Minnesota,MN,Clearwater,BAGLEY,212 MAIN AVENUE NORTH,56621,68327,CLEARWATER CO NSG SERVICE,247083,1/1/78,Government - State/ County,1/1/08,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,47.5244091,-95.3981666,56621,4804,2393,2411,40.5,4804,923,19.2131557,41481,22811,159,3.309741882,2397,1976,116600,3897,29,650,21,10
United States,Minnesota,MN,Ramsey,ROSEVILLE,1910 WEST COUNTY ROAD D,55112,70952,PRESBYTERIAN HOMES HOME CARE,247087,3/15/78,Non - Profit Religious,3/15/08,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,45.03554,-93.18151,55112,45154,21801,23353,37.9,45154,4345,9.622624795,66471,33459,1340,2.967621916,17584,1973,213700,36520,2825,177,2957,974
United States,Minnesota,MN,Anoka,COON RAPIDS,199 COON RAPIDS BOULEVARD STE 111,55433,68927,ECUMEN HOME CARE - TWIN CITIES,247089,9/8/78,Proprietary,9/8/08,YES,YES,YES,YES,Not Available,,,45.1386974,-93.2732871,55433,34428,16763,17665,37,34428,3501,10.16904845,61332,29022,975,2.831997212,13858,1981,162900,29598,1807,64,1281,692
United States,Minnesota,MN,Roseau,ROSEAU,715 DELMORE DRIVE,56751,70927,LIFECARE HOME CARE,247094,4/19/79,Non - Profit Private,4/19/09,YES,YES,YES,YES,Not Available,,,48.8402122,-95.7599351,56751,5593,2798,2795,43.1,5593,355,6.347219739,57078,29456,44,0.786697658,2609,1977,128700,5406,39,37,37,17
United States,Minnesota,MN,Becker,WHITE EARTH,26246 CRANE ROAD,56591,71777,WHITE EARTH HOME HEALTH,247096,1/14/80,Government - Local,1/14/00,YES,YES,YES,YES,Not Available,,,47.1001225,-95.8399294,56591,201,104,97,29.1,201,37,18.4079602,35909,11371,8,3.980099502,66,1979,72500,4,0,162,0,6
United States,Minnesota,MN,St. Louis,DULUTH,220 NORTH SIXTH AVENUE EAST,55805,69152,ST LUKES HOME CARE,247098,5/22/80,Non - Profit Private,5/22/00,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,46.7948229,-92.0930366,55805,9750,4830,4920,27.6,9750,3825,39.23076923,24429,18938,304,3.117948718,5241,1939,116000,7833,660,426,329,39
United States,Minnesota,MN,Kittson,HALLOCK,1010 SOUTH BIRCH,56728,69652,KITTSON MEMORIAL HOME HEALTHCARE,247103,4/23/81,Non - Profit Private,4/23/01,YES,YES,YES,YES,Not Available,,,48.7672604,-96.9400281,56728,1439,693,746,49.7,1439,173,12.02223767,62721,35526,5,0.347463516,784,1965,88000,1413,10,0,3,0
United States,Minnesota,MN,Hennepin,MINNEAPOLIS,2525 CHICAGO AVENUE SOUTH,55404,70027,CHILDRENS HOME CARE AND HOSPICE,247110,8/28/81,Non - Profit Other,8/28/01,YES,NO,NO,NO,Not Available,,,44.9566809,-93.2619403,55404,27028,14246,12782,30.8,27028,9456,34.98594051,24611,20864,1887,6.981648661,13415,1959,186200,12792,9521,756,1289,1916
United States,Minnesota,MN,Hennepin,MINNEAPOLIS,2500 MINNEHAHA AVENUE SOUTH,55404,70027,FAMILY CARE SERVICES INC,248077,4/19/02,Proprietary,4/19/04,YES,YES,YES,YES,Not Available,,,44.956872,-93.241147,55404,27028,14246,12782,30.8,27028,9456,34.98594051,24611,20864,1887,6.981648661,13415,1959,186200,12792,9521,756,1289,1916
United States,Minnesota,MN,Hennepin,MINNEAPOLIS,3638 CENTRAL AVENUE NE,55418,70202,ALL HOMECARING,247113,11/9/81,Proprietary,11/9/01,YES,YES,NO,YES,Not Available,,,45.0348583,-93.2476652,55418,30676,15270,15406,34.9,30676,4296,14.00443343,61760,33078,805,2.62420133,13907,1948,194800,24229,2381,589,968,1247
United States,Minnesota,MN,Lac qui Parle,MADISON,900 SECOND AVENUE,56256,69952,MADISON HOSPITAL HHA,247111,2/25/82,Non - Profit Religious,2/25/02,YES,YES,YES,YES,Not Available,,,45.0174813,-96.1872148,56256,2446,1220,1226,52.5,2446,220,8.99427637,50064,31865,39,1.594439902,1345,1947,76600,2374,14,5,15,3
United States,Minnesota,MN,Stearns,SAINT CLOUD,2035 15TH STREET NORTH  SUITE 110,56303,71052,CENTRACARE HEALTH HOME CARE,247117,4/16/82,Non - Profit Religious,4/16/02,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5,1.75,45.5770641,-94.1842853,56303,25535,12942,12593,36.9,25535,4219,16.52242021,46947,26202,982,3.845701978,11489,1974,138400,21629,2038,118,638,360
United States,Minnesota,MN,Stearns,SAINT CLOUD,3400 1ST STREET NORTH,56303,71052,RECOVER HEALTH,247185,8/8/84,Proprietary,8/8/04,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,45.554185,-94.2002051,56303,25535,12942,12593,36.9,25535,4219,16.52242021,46947,26202,982,3.845701978,11489,1974,138400,21629,2038,118,638,360
United States,Minnesota,MN,Yellow Medicine,GRANITE FALLS,345 TENTH AVENUE,56241,69627,GRANITE FALLS MUN HOSP & MANOR,247120,11/17/82,Government - Local,11/17/02,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,44.8085624,-95.5432569,56241,3821,1983,1838,45,3821,455,11.90787752,55579,27662,39,1.020675216,1827,1966,119200,3188,17,420,8,12
United States,Minnesota,MN,Todd,STAPLES,401 EAST PRAIRIE AVENUE,56479,71477,LAKEWOOD HEALTH SYSTEM HOME CARE & HOSPICE,247124,12/28/82,Non - Profit Other,12/28/02,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,46.3781082,-94.7957078,56479,5186,2492,2694,43,5186,549,10.5861936,41500,24620,76,1.465483995,2591,1973,115500,4981,14,26,8,5
United States,Minnesota,MN,Dakota,INVER GROVE HEIGHTS,6205 CROSSMAN LANE,55076,69752,SPECTRUM COMMUNITY HEALTH INC,247127,1/27/83,Proprietary,1/27/03,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,44.8596899,-93.0274957,55076,21555,10848,10707,42.2,21555,1956,9.074460682,69403,35167,483,2.240779402,9071,1989,191000,17880,837,43,910,1264
United States,Minnesota,MN,Kanabec,MORA,905 EAST FOREST AVENUE SUITE 127,55051,70352,KANABEC PINE COMMUNITY HEALTH,247126,2/24/83,Government - State/ County,2/24/03,YES,YES,YES,NO,Not Available,,,45.8765939,-93.2788788,55051,9393,4758,4635,44.5,9393,1252,13.32907484,44920,24753,364,3.875226232,4561,1978,134800,9199,20,66,34,29
United States,Minnesota,MN,Stearns,SARTELL,520 FIRST STREET NORTHEAST,56377,71277,COUNTRY MANOR EXTENDED SERVICES,247137,5/5/83,Non - Profit Other,5/5/03,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,45.6154859,-94.1887606,56377,18156,8936,9220,34.3,18156,728,4.009693765,74038,35151,315,1.734963648,7161,1998,186800,16777,360,9,737,91
United States,Minnesota,MN,Kandiyohi,NEW LONDON,22 CENTRAL AVE E PO BOX 414,56273,70377,LAKE REGION HOME HEALTH,247133,6/30/83,Proprietary,6/30/03,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,45.3010839,-94.9431157,56273,4832,2402,2430,44.3,4832,241,4.987582781,62500,31000,98,2.028145695,2488,1978,210000,4777,0,0,15,21
United States,Minnesota,MN,Rice,NORTHFIELD,1604 RIVERVIEW DRIVE,55057,70477,NORTHFIELD HOME CARE,247138,10/17/83,Government - Local,10/17/03,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,44.4410963,-93.1846533,55057,25131,11950,13181,32.6,25131,1753,6.975448649,66168,28218,572,2.276073376,8652,1982,224100,22486,498,69,813,787
United States,Minnesota,MN,Rice,NORTHFIELD,815 FOREST AVENUE,55057,70477,HOME CARE LINK,247021,3/24/94,Non - Profit Other,3/24/09,YES,YES,YES,YES,Not Available,,,44.4563008,-93.1719258,55057,25131,11950,13181,32.6,25131,1753,6.975448649,66168,28218,572,2.276073376,8652,1982,224100,22486,498,69,813,787
United States,Minnesota,MN,Hennepin,SAINT LOUIS PARK,6500 EXCELSIOR BOULEVARD,55426,71077,PARK NICOLLET METHODIST HOSPITAL CARE SVCS,247151,12/1/83,Non - Profit Private,12/1/03,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,44.9296241,-93.3618329,55426,25971,12722,13249,35.4,25971,2347,9.037002811,63242,36181,738,2.84163105,12256,1962,220300,20431,2779,53,1229,688
United States,Minnesota,MN,Hennepin,SAINT LOUIS PARK,2257 LOUISIANA AVENUE SOUTH,55426,71077,EVERYTIME HOME CARE,248076,4/18/02,Proprietary,4/18/04,YES,YES,YES,YES,Not Available,,,44.9605669,-93.3705139,55426,25971,12722,13249,35.4,25971,2347,9.037002811,63242,36181,738,2.84163105,12256,1962,220300,20431,2779,53,1229,688
United States,Minnesota,MN,Yellow Medicine,CLARKFIELD,1012 12TH AVENUE SUITE 201,56223,68827,CLARKFIELD HOME HEALTH AGENCY,247152,2/7/84,Government - Local,2/7/04,YES,YES,YES,YES,Not Available,,,47.6114561,-122.3164527,56223,1374,663,711,42,1374,142,10.33478894,51645,26490,21,1.528384279,672,1949,83800,1361,0,2,8,0
United States,Minnesota,MN,Lincoln,HENDRICKS,503 EAST LINCOLN STREET,56136,69677,HENDRICKS COMMUNITY HOSPITAL ASSN & RETIREMENT HOM,247158,3/12/84,Non - Profit Other,3/12/04,YES,YES,YES,YES,Not Available,,,44.5061806,-96.4188425,56136,1090,536,554,47.3,1090,102,9.357798165,47438,26268,21,1.926605505,630,1958,74600,1027,0,29,0,16
United States,Minnesota,MN,Hennepin,EDINA,7300 METRO BLVD STE 625,55439,69277,INTREPID USA HEALTHCARE SERVICES,247154,3/19/84,Proprietary,3/19/04,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,44.8698894,-93.3522342,55439,8875,4388,4487,48.2,8875,300,3.38028169,122054,65755,181,2.03943662,3671,1970,470000,7833,258,23,490,4
United States,Minnesota,MN,Mower,AUSTIN,1200 12TH STREET SOUTHWEST,55912,68302,SACRED HEART HOME HEALTH CARE,247156,4/10/84,Non - Profit Religious,4/10/04,YES,YES,YES,YES,Not Available,,,43.6567382,-92.9895538,55912,28754,14465,14289,38.4,28754,4344,15.10746331,48250,26759,994,3.456910343,12464,1955,107500,25752,1186,24,793,294
United States,Minnesota,MN,Olmsted,ROCHESTER,2746 SUPERIOR DR NW SUITE 200,55901,70852,COMFORT HEALTH,247161,4/25/84,Proprietary,4/25/04,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,44.0522381,-92.5237003,55901,54293,25605,28688,33.8,54293,5798,10.67909307,67056,32781,1468,2.703847642,22569,1986,169500,44011,3602,92,4720,465
United States,Minnesota,MN,Olmsted,ROCHESTER,211 SECOND STREET NORTHWEST,55901,70852,CHARTER HOUSE HOME HLTH AGENCY,247195,4/19/85,Non - Profit Private,4/19/05,YES,YES,YES,YES,Not Available,,,44.0258712,-92.4666735,55901,54293,25605,28688,33.8,54293,5798,10.67909307,67056,32781,1468,2.703847642,22569,1986,169500,44011,3602,92,4720,465
United States,Minnesota,MN,Olmsted,ROCHESTER,3261 19TH ST NORTHWEST,55901,70852,INTERNATIONAL QUALITY HOMECARE,248078,6/3/02,Proprietary,6/3/04,YES,YES,YES,YES,Not Available,,,44.0447256,-92.5123255,55901,54293,25605,28688,33.8,54293,5798,10.67909307,67056,32781,1468,2.703847642,22569,1986,169500,44011,3602,92,4720,465
United States,Minnesota,MN,Olmsted,ROCHESTER,3143 SUPERIOR DRIVE NORTHWEST,55901,70852,CNS HOME HEALTH CARE,248098,9/29/06,Proprietary,9/29/08,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,44.0567822,-92.5287284,55901,54293,25605,28688,33.8,54293,5798,10.67909307,67056,32781,1468,2.703847642,22569,1986,169500,44011,3602,92,4720,465
United States,Minnesota,MN,Yellow Medicine,CANBY,213 ST OLAF AVENUE NORTH STE B,56220,68727,SANFORD CANBY MEDICAL CENTER,247160,5/23/84,Non - Profit Other,5/23/04,YES,YES,YES,YES,Not Available,,,44.7096706,-96.2750416,56220,2945,1449,1496,47.9,2945,321,10.89983022,49583,25519,90,3.056027165,1502,1951,99600,2905,0,6,12,6
United States,Minnesota,MN,Ramsey,SAINT PAUL,1700 UNIVERSITY AVENUE,55104,71127,HEALTHEAST HOME CARE,247166,6/5/84,Non - Profit Other,6/5/04,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,44.9541608,-93.1716107,55104,45667,22251,23416,30.3,45667,9623,21.07210896,53536,28403,2014,4.410186787,18043,1939,193200,28551,9336,453,4312,820
United States,Minnesota,MN,Ramsey,SAINT PAUL,2236 MARSHALL AVENUE,55104,71127,CAREMATE HOME HEALTH CARE INC,248000,7/8/94,Proprietary,7/8/09,YES,YES,NO,YES,Not Available,,,44.9481257,-93.1945604,55104,45667,22251,23416,30.3,45667,9623,21.07210896,53536,28403,2014,4.410186787,18043,1939,193200,28551,9336,453,4312,820
United States,Minnesota,MN,Ramsey,SAINT PAUL,1919 UNIVERSITY AVENUE  SUITE 130,55104,71127,TLC HOME CARE OF THE TWIN CITIES,248030,9/28/95,Non - Profit Private,9/28/10,YES,YES,NO,YES,Not Available,,,44.9575528,-93.1804699,55104,45667,22251,23416,30.3,45667,9623,21.07210896,53536,28403,2014,4.410186787,18043,1939,193200,28551,9336,453,4312,820
United States,Minnesota,MN,Ramsey,SAINT PAUL,933 - A UNIVERSITY AVENUE,55104,71127,SAFETY CARE INC,248047,11/6/96,Proprietary,11/6/11,YES,YES,NO,YES,Not Available,,,44.9559036,-93.1396168,55104,45667,22251,23416,30.3,45667,9623,21.07210896,53536,28403,2014,4.410186787,18043,1939,193200,28551,9336,453,4312,820
United States,Minnesota,MN,Ramsey,SAINT PAUL,856 UNIVERSITY AVENUE,55104,71127,DIVINE HEALTHCARE NETWORK,248055,2/28/97,Proprietary,2/28/12,YES,YES,YES,YES,Not Available,,,44.9555253,-93.136266,55104,45667,22251,23416,30.3,45667,9623,21.07210896,53536,28403,2014,4.410186787,18043,1939,193200,28551,9336,453,4312,820
United States,Minnesota,MN,Ramsey,SAINT PAUL,1885 UNIVERSITY AVENUE WEST SUITE 350,55104,71127,FIRSTAT NURSING SERVICES,248087,7/19/05,Proprietary,7/19/07,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,44.9572862,-93.1795746,55104,45667,22251,23416,30.3,45667,9623,21.07210896,53536,28403,2014,4.410186787,18043,1939,193200,28551,9336,453,4312,820
United States,Minnesota,MN,Ramsey,SAINT PAUL,2076 ST ANTHONY AVENUE,55104,71127,OUR LADY OF PEACE HOME CARE,248088,8/4/05,Non - Profit Other,8/4/07,YES,YES,YES,YES,Not Available,,,44.9538296,-93.1885967,55104,45667,22251,23416,30.3,45667,9623,21.07210896,53536,28403,2014,4.410186787,18043,1939,193200,28551,9336,453,4312,820
United States,Minnesota,MN,Ramsey,SAINT PAUL,1821 UNIVERSITY AVENUE SUITE S307,55104,71127,VIZION ONE INC,248121,12/22/11,Non - Profit Private,12/22/13,YES,YES,YES,YES,Not Available,,,44.9566844,-93.1763207,55104,45667,22251,23416,30.3,45667,9623,21.07210896,53536,28403,2014,4.410186787,18043,1939,193200,28551,9336,453,4312,820
United States,Minnesota,MN,Ramsey,SAINT PAUL,1821 UNIVERSITY AVENUE STE S-295,55104,71127,A&A RELIABLE HOME HEALTH CARE,248139,6/19/14,Proprietary,6/19/16,YES,YES,YES,YES,Not Available,,,44.9566844,-93.1763207,55104,45667,22251,23416,30.3,45667,9623,21.07210896,53536,28403,2014,4.410186787,18043,1939,193200,28551,9336,453,4312,820
United States,Minnesota,MN,Carver,WACONIA,501 SOUTH MAPLE STREET STE 1,55387,71652,RIDGEVIEW HOME CARE SERVICES,247168,6/29/84,Non - Profit Private,6/29/04,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,44.8435183,-93.7903049,55387,12989,6432,6557,37.8,12989,275,2.117176072,87454,37075,208,1.601354993,4874,1995,261300,12566,61,10,87,18
United States,Minnesota,MN,Freeborn,ALBERT LEA,1705 SOUTHEAST BROADWAY,56007,68227,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA,247164,7/26/84,Non - Profit Private,7/26/04,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,43.6322918,-93.3599107,56007,21038,10257,10781,44.4,21038,2704,12.85293279,45319,26434,497,2.362391862,9904,1958,103400,19696,391,73,337,234
United States,Minnesota,MN,St. Louis,ELY,328 WEST CONAN STREET,55731,69327,ELY BLOOMENSON HOSPITAL HHA,247172,8/27/84,Non - Profit Private,8/27/04,YES,YES,YES,YES,Not Available,,,47.900717,-91.87181,55731,5873,2991,2882,54.1,5873,621,10.57381236,43560,28890,143,2.434871446,4843,1967,168400,5785,14,13,17,0
United States,Minnesota,MN,Crow Wing,CROSBY,500 HEARTWOOD DRIVE,56441,69002,HOMEHEALTH PARTNERSHIP,247171,9/11/84,Government - Local,9/11/04,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,46.484719,-93.940172,56441,3631,1765,1866,48.6,3631,544,14.9820986,40856,25794,127,3.497659047,2060,1974,115100,3474,0,31,50,5
United States,Minnesota,MN,Goodhue,RED WING,1407 WEST FOURTH STREET,55066,70802,MAYO CLINIC HEALTH SYSTEM - RED WING HOME CARE,247176,9/12/84,Non - Profit Private,9/12/04,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,44.5602353,-92.5484274,55066,18447,9140,9307,44.1,18447,2403,13.02650838,53342,29644,586,3.176668293,8427,1973,165800,17470,315,248,104,16
United States,Minnesota,MN,Goodhue,RED WING,4920 MOUNDVIEW DRIVE SUITE B,55066,70802,HIAWATHA HOMECARE,247288,8/26/93,Proprietary,8/26/08,YES,YES,YES,YES,Not Available,,,,,55066,18447,9140,9307,44.1,18447,2403,13.02650838,53342,29644,586,3.176668293,8427,1973,165800,17470,315,248,104,16
United States,Minnesota,MN,Goodhue,RED WING,910 MAIN STREET #205,55066,70802,ACCRA HOME HEALTH INC,247011,7/1/66,Non - Profit Private,7/1/96,YES,YES,YES,YES,Not Available,,,42.8987074,-78.8705094,55066,18447,9140,9307,44.1,18447,2403,13.02650838,53342,29644,586,3.176668293,8427,1973,165800,17470,315,248,104,16
United States,Minnesota,MN,St. Louis,HIBBING,MESABI MALL  1101 EAST 37TH ST,55746,69702,HEALTHLINE HOMECARE,247183,10/31/84,Non - Profit Private,10/31/04,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,47.408198,-92.926904,55746,17039,8087,8952,41.8,17039,2952,17.32496038,42913,24511,577,3.386348964,8813,1957,100200,16237,73,73,173,162
United States,Minnesota,MN,St. Louis,HIBBING,2900 EAST BELTLINE SUITE 1,55746,69702,RECOVER HEALTH,247218,6/26/86,Proprietary,6/26/06,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,47.4163432,-92.9221497,55746,17039,8087,8952,41.8,17039,2952,17.32496038,42913,24511,577,3.386348964,8813,1957,100200,16237,73,73,173,162
United States,Minnesota,MN,Ramsey,SAINT PAUL,475 ETNA STREET SUITE 3,55106,71152,INTEGRATED HOME CARE,247177,11/13/84,Non - Profit Private,11/13/04,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,44.955433,-93.042676,55106,56462,28236,28226,29.6,56462,14792,26.19815097,44659,18576,2757,4.882930112,19386,1952,132200,25446,7809,850,17723,1034
United States,Minnesota,MN,Ramsey,SAINT PAUL,933 WHITE BEAR AVENUE NORTH,55106,71152,FIRST CHOICE HOME CARE INC,248040,5/17/96,Proprietary,5/17/11,YES,YES,YES,YES,Not Available,,,44.9692509,-93.0257756,55106,56462,28236,28226,29.6,56462,14792,26.19815097,44659,18576,2757,4.882930112,19386,1952,132200,25446,7809,850,17723,1034
United States,Minnesota,MN,Ramsey,SAINT PAUL,806 7TH STREET #200,55106,71152,HOME CARE GIVERS INC,248135,10/30/13,Proprietary,10/30/15,YES,NO,NO,YES,Not Available,,,34.0487533,-118.2592861,55106,56462,28236,28226,29.6,56462,14792,26.19815097,44659,18576,2757,4.882930112,19386,1952,132200,25446,7809,850,17723,1034
United States,Minnesota,MN,Lincoln,TYLER,240 WILLOW STREET,56178,71602,TYLER HOME CARE,247186,12/28/84,Non - Profit Private,12/28/04,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5,1.75,44.272004,-96.1302505,56178,1832,936,896,43.8,1832,265,14.4650655,55833,26991,19,1.037117904,793,1952,104400,1799,8,6,6,5
United States,Minnesota,MN,Olmsted,ROCHESTER,2746 SUPERIOR DR NW  SUITE 150,55902,70877,STANLEY JONES AND ASSOCIATES INC,247180,1/25/85,Proprietary,1/25/05,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,44.0522381,-92.5237003,55902,23411,11349,12062,39.9,23411,1422,6.074067746,84081,53409,420,1.794028448,10248,1986,257900,20227,645,38,1871,100
United States,Minnesota,MN,Nobles,WORTHINGTON,1018 6TH AVENUE,56187,71852,SANFORD WORTHINGTON  HOME CARE AGENCY,247188,4/4/85,Non - Profit Private,4/4/05,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,43.6217626,-95.5990326,56187,14366,7354,7012,33.2,14366,2345,16.32326326,52424,21748,658,4.580258945,5251,1966,128200,10303,855,74,1244,1663
United States,Minnesota,MN,Mille Lacs,ONAMIA,200 ELM STREET NORTH,56359,70527,MILLE LACS HOME CARE,247194,4/5/85,Non - Profit Other,4/5/05,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,46.0731822,-93.6624939,56359,3746,1923,1823,41.4,3746,804,21.46289375,40123,20254,181,4.831820609,2183,1983,134800,2530,80,950,23,23
United States,Minnesota,MN,Otter Tail,FERGUS FALLS,805 EAST CHANNING,56537,69402,LAKELAND HOMECARE,247196,5/9/85,Non - Profit Religious,5/9/05,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,46.2745656,-96.0605209,56537,18726,9055,9671,43.7,18726,1738,9.281213286,53361,29420,401,2.141407668,9091,1968,147800,18113,286,93,105,55
